"ID","EndTime","Sex","Is.English.your.primary.language.","Ethnic.group","Other.ethnic.group","Age..Range.in.years.","What.is.your.religion.","Other.religion","Do.you.consider.yourself.to.have.a.disability..If.yes..please.select.from.the.options.which.best.describes.your.disability...br...Please.note..The.information.you.provide.here.may.not.be.shared.with.the.organisation.that.asked.you.to.take.the.test..If.you.wish.them.to.be.aware.of.your.disability.you.should.contact.them.directly.","Country.of.birth","Other.country.of.birth","PD_Education","PD_JobTitle","PD_Occupation","PD_Reason","PD_Tenure","TimeTaken","wgcta.d.theta.score","wgcta.e.theta.score","wgcta.norm.group","wgcta.other.num.answered","wgcta.other.s1.num.answered","wgcta.other.s1.raw.score","wgcta.other.s2.num.answered","wgcta.other.s2.raw.score","wgcta.other.s3.num.answered","wgcta.other.s3.raw.score","wgcta.other.s4.num.answered","wgcta.other.s4.raw.score","wgcta.other.s5.num.answered","wgcta.other.s5.raw.score","wgcta.percentile","wgcta.r.theta.score","wgcta.raw.score","wgcta.retest.completion.status","wgcta.retest.status","wgcta.retest.surveyuser.id","wgcta.t.score","wgcta.theta.score","wgcta.verification.theta"
3691,"2015-02-14 14:49:46","Female","Yes","White - British","","16-19 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Disability, special need or medical condition not listed above","United Kingdom","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1801,0.15738,2.10264,"Hogan Lovells Graduates",40,5,3,12,10,5,3,6,6,12,12,76,0.65916,34,,,,56,1.27488,
2361,"2013-09-06 10:20:50","Male","Yes","Other ethnic group, please specify below","Japanese","20-24 years","No religion","","No","United Kingdom","","BA","Conflicts Analyst Project Assistant","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,1.03519,1.14091,"Hogan Lovells Graduates",40,5,4,12,11,5,5,6,5,12,10,76,0.9216,35,,,,56,1.34482,
45096,"2016-02-18 15:57:42","Male","Yes","White - British","","30-34 years","No religion","","No","United Kingdom","","GCSE or equivalent","Junior SQL Developer","Information Technology Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1484,0.3212,-0.30219,"UK General Population",40,5,5,12,4,5,2,6,4,12,7,14,-1.42481,22,,,,39,-0.95996,
31909,"2014-04-13 16:13:17","Female","Yes","Asian or Asian British - Indian","","45-49 years","Sikh","","Prefer not to say","United Kingdom","","Master Degree","Registered Pharmacist","Medical Professional","As an applicant for a job outside of my current organisation","3 to 4 years",1800,-1.6667,-1.93466,"UK General Population",23,5,4,12,5,5,2,1,0,0,0,1,-1.31712,11,,,,25,-2.40058,
56007,"2016-02-27 13:47:15","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Facilitator : Interventions","Other","As an applicant for a job outside of my current organisation","Less than 1 year",1797,0.7539,0.34612,"UK General Population",40,5,3,12,9,5,4,6,6,12,8,86,0.57723,30,,,,61,0.83301,
36085,"2015-07-20 16:18:16","","","","","","","","","","","A-Level Scottish Highers or equivalent","applicant","Prefer not to say","As an applicant for a job outside of my current organisation","3 to 4 years",1558,0.00726,0.07245,"UK General Population",40,5,3,12,10,5,3,6,4,12,7,79,0.7316,27,,,,58,0.52823,
4740,"2016-01-15 09:58:42","Female","No","White - Any other White Background","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Romania","","A-Level Scottish Highers or equivalent","Vacation Scheme","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1492,0.52124,1.18548,"Hogan Lovells Graduates",40,5,4,12,10,5,4,6,5,12,10,59,0.75844,33,,,,52,1.10241,
38072,"2014-08-11 13:21:20","","","","","","","","","","","BA","n/a","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1058,1.57617,-0.26326,"UK Public Sector Graduates",40,5,4,12,12,5,5,6,6,12,7,93,1.3165,34,,,,62,1.31038,
21812,"2013-11-13 20:38:21","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Accounts Finance Clerk","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1776,0.53014,0.98888,"Bank of England Graduate & Internship Applicants 2013",40,5,3,12,11,5,5,6,4,12,9,90,1.08685,32,,,,63,1.09786,
30555,"2014-03-24 20:02:45","Female","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","Other","organisational consultant and coach","Consultant","None of the above","5 to 7 years",1800,0.39882,-0.95554,"Roffey Park Applicants ",38,5,4,12,10,5,4,6,4,10,4,28,0.37806,26,,,,45,-0.04018,
51526,"2015-08-11 15:14:07","Female","Yes","Asian or Asian British - Chinese","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Hong Kong","","BSc","GLS Legal Trainee","Student","As an applicant for a job outside of my current organisation","1 to 2 years",1796,0.86126,0.51746,"Managers",40,5,3,12,9,5,5,6,5,12,9,78,0.26134,31,,,,58,0.73183,
13199,"2012-11-05 20:02:42","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","Master Degree","client manager","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1407,1.64358,1.00031,"UK General Population",40,5,4,12,9,5,5,6,5,12,8,93,0.02026,31,,,,65,1.08715,
49809,"2015-06-09 10:23:13","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","England","","Master Degree","HEAD OF STAFF GOVERNANCE","Human Resource Professional","As an applicant for a job in my current organisation","5 to 7 years",1851,0.46209,-0.27153,"Executive Search candidates (UK)",40,5,3,12,8,5,4,6,6,12,6,20,-0.63621,27,,,,41,-0.31031,
46683,"2015-02-04 12:05:29","Male","Yes","White - British","","25-29 years","Other religion, please specify below","Agnostic","No","","Qatar","BA","Student","Student","As an applicant for a job outside of my current organisation","Less than 1 year",1796,0.81087,-0.17512,"Executive Search candidates (UK)",40,5,4,12,11,5,4,6,4,12,7,63,0.94082,30,,,,55,0.78936,
44407,"2015-02-17 11:58:27","Male","Yes","Asian or Asian British - Indian","","30-34 years","Hindu","","No","United Kingdom","","BSc","Associate Director","Financial Analyst","As an applicant for a job outside of my current organisation","11 to 15 years",1658,0.78136,0.1115,"Managers",40,5,3,12,6,5,5,6,5,12,9,33,-1.24005,28,,,,46,-0.34882,
31191,"2014-03-25 10:19:26","Female","Yes","White - Any other White Background","","20-24 years","Muslim","","No","United States of America","","BSc","Oral & Maxillofacial Surgery Senior House Officer","Medical Professional","For professional development","1 to 2 years",1111,-0.31845,0.86988,"UK General Population",40,5,3,12,8,5,4,6,4,12,10,66,0.01052,29,,,,54,0.18435,
6831,"2012-03-14 19:00:09","Male","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Team support, Welsh Government","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1800,-0.09156,-0.02918,"Graduates",39,5,2,12,10,5,4,6,3,11,7,53,0.61297,26,,,,51,0.26973,
18234,"2013-05-08 10:39:54","Female","Yes","White - British","","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","LLB","Legal Trainee","Legal Professional","As part of a trial","1 to 2 years",1056,1.02242,0.27193,"UK General Population",40,5,4,12,10,5,4,6,5,12,10,90,0.91354,33,,,,63,0.92034,
13728,"2012-12-02 11:18:49","Male","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","Deaf or hard of hearing","England","","A-Level Scottish Highers or equivalent","Adjudicator","Financial Analyst","As an applicant for a job in my current organisation","11 to 15 years",1800,0.42616,0.86487,"UK General Population",40,5,4,12,9,5,3,6,4,12,9,73,-0.13392,29,,,,56,0.37712,
23873,"2013-09-26 06:13:54","Female","Yes","Asian or Asian British - Chinese","nil","Prefer not to say","Buddhist","nil","Prefer not to say","Singapore","nil","Other","Student","Student","As part of a trial","Prefer not to say",-480,-1.70684,-0.55109,"UK General Population",40,5,2,12,5,5,2,6,2,12,7,1,-1.42035,18,,,,25,-1.67675,
15380,"2013-02-18 13:44:15","Male","Yes","White - British","","60-64 years","No religion","","No","United Kingdom","","Doctoral Degree","Retired","Teacher","As an applicant for a job outside of my current organisation","21 to 25 years",914,-0.1528,-0.91386,"UK General Population",40,5,2,12,6,5,3,6,5,12,4,5,-1.49667,20,,,,34,-1.2266,
31033,"2014-03-15 14:04:31","Female","Yes","White - British","","40-44 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Not applicable","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1389,0.49098,0.45098,"Public Sector Managers",40,5,4,12,10,5,4,6,5,12,8,76,0.73464,31,,,,57,0.74748,
8290,"2012-07-04 13:45:46","Male","Yes","White - British","","45-49 years","No religion","","No","United Kingdom","","BEng","Manager","Engineer","As an applicant for a job outside of my current organisation","11 to 15 years",1627,0.68071,-0.50282,"UK General Population",40,5,3,12,9,5,3,6,6,12,4,66,0.42015,25,,,,54,0.26239,
45213,"2016-03-30 19:03:10","Female","Yes","White - British","","45-49 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Learning and Development partner","Human Resource Professional","As an applicant for a job outside of my current organisation","1 to 2 years",1440,0.35687,0.37451,"UK General Population",39,5,3,11,8,5,3,6,6,12,8,58,-0.59398,28,,,,52,0.07471,
36216,"2015-02-25 14:46:15","Male","No","Asian or Asian British - Pakistani","","16-19 years","Muslim","","No","Pakistan","","GCSE or equivalent","Student","Student","None of the above","16 to 20 years",1349,0.71113,-0.22671,"UK General Population",40,5,2,12,8,5,5,6,5,12,7,76,0.36686,27,,,,57,0.45025,
6840,"2012-03-15 18:35:44","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","BSc","Unemployed","Retail Sales","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.39268,-0.31559,"Graduates",35,5,2,12,7,5,3,6,5,7,4,36,-0.43494,21,,,,47,-0.16541,
1503,"2012-10-27 12:06:27","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BA","Student","Student","As an applicant for a job outside of my current organisation","16 to 20 years",1779,0.21058,-0.06971,"Hogan Lovells Graduates",40,5,2,12,12,5,3,6,6,12,8,18,1.3938,31,,,,40,0.537,
45198,"2015-05-17 23:40:29","Male","","White - British","","25-29 years","No religion","","No","","","A-Level Scottish Highers or equivalent","Archivist","Manual Worker","As an applicant for a job outside of my current organisation","5 to 7 years",1755,0.95656,0.11198,"UK General Population",40,5,3,12,7,5,5,6,5,12,7,76,-0.08854,27,,,,57,0.46372,
26805,"2015-02-12 15:48:12","Male","","White - British","","20-24 years","No religion","","No","","","A-Level Scottish Highers or equivalent","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1487,1.36059,0.60812,"Graduates",40,5,4,12,11,5,5,6,6,12,9,91,0.70078,35,,,,62,1.28204,
38640,"2014-09-05 11:42:06","Female","Yes","White - British","","50-54 years","No religion","","No","United Kingdom","","BA","Lead Associate","Other","As an applicant for a job in my current organisation","5 to 7 years",1398,0.18918,0.34033,"Managers",40,5,3,12,10,5,3,6,3,12,9,78,0.86243,28,,,,58,0.74678,
19698,"2013-08-15 16:53:28","Prefer not to say","Yes","Prefer not to say","","Prefer not to say","Prefer not to say","","Prefer not to say","United Kingdom","","BA","N/A","Teacher","As an applicant for a job outside of my current organisation","Less than 1 year",1800,0.28572,1.3378,"Executive Search candidates (UK)",40,5,4,12,12,5,3,6,4,12,10,84,0.98316,33,,,,59,1.10462,
21764,"2013-11-13 15:37:00","Male","Yes","Mixed - White and Asian","","20-24 years","","","No","Sri Lanka","","BA","Student","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.35509,-0.73498,"Bank of England Graduate & Internship Applicants 2013",40,5,4,12,12,5,3,6,5,12,7,75,1.19533,31,,,,57,0.67595,
2251,"2013-08-01 16:44:06","Male","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","A-Level Scottish Highers or equivalent","Training Contract","Student","As an applicant for a job outside of my current organisation","1 to 2 years",881,0.24014,-0.04735,"Hogan Lovells Graduates",40,5,4,12,10,5,3,6,4,12,8,9,0.37478,29,,,,35,0.3539,
56869,"2016-02-22 16:46:09","Female","Yes","White - British","","20-24 years","No religion","","No","United Kingdom","","BSc","Assistant Psychologist","Medical Professional","As an applicant for a job outside of my current organisation","Less than 1 year",1729,-1.22091,0.01283,"UK General Population",35,5,3,11,7,5,2,5,1,9,8,3,-1.18147,21,,,,30,-1.35111,
13314,"2012-11-14 11:58:07","Female","Yes","White - British","","20-24 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Other","Paralegal","Administrative/Clerical","As an applicant for a job outside of my current organisation","Less than 1 year",1800,1.33118,0.45414,"Graduates",40,5,4,12,10,5,5,6,5,12,10,72,0.04701,34,,,,56,0.68709,
12739,"2014-06-23 10:20:58","Female","No","White - Any other White Background","Russian","25-29 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Latvia","","Master Degree","Trainee Solicitor","Consultant","As an applicant for a job outside of my current organisation","3 to 4 years",1800,0.20115,0.52963,"UK General Population",40,5,3,12,9,5,4,6,4,12,10,73,0.09775,30,,,,56,0.36879,
13885,"2012-12-18 19:55:11","Female","Yes","White - Irish","","20-24 years","Prefer not to say","","Prefer not to say","Ireland","","A-Level Scottish Highers or equivalent","Graduate Quantitative Analyst","Student","As an applicant for a job outside of my current organisation","3 to 4 years",1801,0.12704,-0.96368,"UK General Population",40,5,4,12,10,5,3,6,3,12,4,50,0.86617,24,,,,50,-0.12275,
47915,"2015-03-05 10:02:31","Female","Yes","White - British","","50-54 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","United Kingdom","","Master Degree","Director of Service Strategy and Infrastructure","Administrative/Clerical","As an applicant for a job outside of my current organisation","26 years or more",1800,-0.23839,0.20741,"Senior Management",40,5,4,12,9,5,3,6,3,12,6,48,0.52444,25,,,,50,0.3076,
34214,"2014-04-24 11:34:18","Male","Yes","White - British","","30-34 years","Christian (including Church of England, Catholic, Protestant and all other Christian denominations)","","No","Mexico","","BSc","HR Manager","Human Resource Professional","As part of a trial","8 to 10 years",1435,-1.0733,-0.70237,"UK General Population",40,5,1,12,9,5,1,6,5,12,6,34,0.17305,22,,,,46,-0.4896,
